Id,City,latitude,longitude
51,"Fairbanks, Alaska, United States",64.8378,-147.716
1260,"University Park, Texas, United States",32.8501,-96.8003
456,"Harris County, Texas, United States",29.8336,-95.4002
874,"Lucknow, Uttar Pradesh, India",26.85,80.9167
652,"Minnesota, United States",45.7326,-93.9196
975,"Cleveland, Ohio, United States",41.4995,-81.6954
1033,"Karnataka, Karnataka, India",13.5,76.0
796,"Phoenix, Arizona, United States",33.4484,-112.074
1026,"Kunming, Yunnan, China",25.0389,102.718
366,"Ossetia, Russia (General), Russia",42.75,44.0
272,"Utah County, Utah, United States",40.1244,-111.626
919,"Xiamen, Fujian, China",24.4798,118.082
746,"Adamawa, Nigeria (General), Nigeria",11.4833,10.9667
534,"Shawal, Zabol, Afghanistan",31.9422,67.7721
400,"Astana, Gorod Astana, Kazakhstan",51.1811,71.4278
744,"Montreal, Quebec, Canada",45.5,-73.5833
888,"Port Elizabeth, Eastern Cape, South Africa",-33.918,25.5701
633,"Ankara, Ankara, Turkey",39.9272,32.8644
151,"Newark, New Jersey, United States",40.7357,-74.1724
468,"Mount Jewett, Pennsylvania, United States",41.7256,-78.6384
1019,"Idleb, Idlib, Syria",35.9306,36.6339
700,"Clarksville, Tennessee, United States",36.5298,-87.3595
287,"Fotokol, Extreme-Nord, Cameroon",12.3731,14.2277
475,"Tijuana, Baja California, Mexico",32.5333,-117.017
78,"Shawnee County, Kansas, United States",39.05,-95.7669
990,"Dagupan, Pangasinan, Philippines",16.1,120.517
413,"Manila, Manila, Philippines",14.6042,120.982
294,"Kaduna, Kaduna, Nigeria",10.5231,7.44028
932,"Haditha, Al Anbar, Iraq",34.1348,42.3772
764,"Khorasan, Helmand, Afghanistan",32.2193,63.808
349,"Hazm, Karbala', Iraq",32.7,43.8833
515,"Darfur, Gharb Darfur, Sudan",13.5,23.5
1242,"Khorasan, Kordestan, Iran",35.7131,47.2656
138,"Jacksonville, Florida, United States",30.3322,-81.6556
606,"Martinsburg, West Virginia, United States",39.4562,-77.9639
137,"Texas Department Of Public Safety, Texas, United States",30.3263,-97.7242
1201,"Hebron University, West Bank (General), West Bank",31.5502,35.0925
724,"Rehoboth Beach, Delaware, United States",38.7209,-75.076
666,"Maplewood, New Jersey, United States",40.7312,-74.2735
519,"Athens, AttikíR, Greece",37.9833,23.7333
1074,"Ahrar, Khuzestan, Iran",32.1321,48.2003
860,"Roubaix, Nord-Pas-De-Calais, France",50.6942,3.17456
1195,"Houston, Texas, United States",29.7633,-95.3633
1063,"Clark County, Nevada, United States",36.0003,-114.876
17,"Haram, As Suwayda', Syria",33.0997,36.5195
110,"Jammu, Jammu And Kashmir, India",32.7333,74.8667
333,"Addis Ababa, (Et10), Ethiopia",9.03333,38.7
710,"Riyadh, Ar Riya?, Saudi Arabia",24.6408,46.7728
856,"Kerawa, Extreme-Nord, Cameroon",11.1825,13.9135
112,"Rabat, Rabat-SaléEmmour-ZaëMo, Morocco",34.02,-6.83
191,"Saratoga, Utah, United States",40.3491,-111.905
588,"Al Qaim, Qadissiya Muhafadha, Iraq",31.5908,44.5386
646,"Hiroshima, Hiroshima, Japan",34.4,132.45
446,"Kurdistan, Khuzestan, Iran",30.6693,50.2055
262,"Volga, Yaroslavskaya Oblast', Russia",57.5488,40.117
1220,"Maquoketa, Iowa, United States",42.0689,-90.6657
212,"Aleppo, ?Alab, Syria",36.2028,37.1586
1149,"Azeri, Vayots' Dzor, Armenia",39.7195,45.6474
542,"Las Vegas, Nevada, United States",36.175,-115.137
961,"North Waziristan, Federally Administered Tribal Areas, Pakistan",32.9509,69.9576
1087,"Northern Ireland, Craigavon, United Kingdom",54.5,-6.5
170,"Tokyo, Tokyo, Japan",35.685,139.751
33,"Kentucky, United States",37.669,-84.6514
660,"Berlin, Berlin, Germany",52.5167,13.4
7,"Baton Rouge, Louisiana, United States",30.4507,-91.1545
227,"Federal Capital Territory, Abuja Federal Capital Territory, Nigeria",8.83333,7.16667
566,"Pima County, Arizona, United States",32.0004,-112.003
526,"Wythe County, Virginia, United States",36.9168,-81.0498
806,"Ben Gurion, Hamerkaz, Israel",32.0114,34.8867
264,"Montevideo, Montevideo, Uruguay",-34.8581,-56.1708
255,"Westville, Kwazulu-Natal, South Africa",-29.8255,30.937
1229,"Saint-Martin-Vesubie, Provence-Alpes-CôD'azur, France",44.07,7.25547
108,"Jeddah, Makkah, Saudi Arabia",21.5169,39.2192
604,"California, United States",36.17,-119.746
1001,"Montgomery County, Pennsylvania, United States",40.3754,-75.4999
717,"Johannesburg, Gauteng, South Africa",-26.2,28.0833
232,"Phnom Penh, (Cb11), Cambodia",11.55,104.917
477,"Al-Qaidah, ?Ajjah, Yemen",16.0941,43.4091
815,"Fresh Pond, California, United States",38.7602,-120.53
671,"Wuhan, Hubei, China",30.5833,114.267
225,"Long Beach, California, United States",33.767,-118.189
142,"Shabwa, La?Ij, Yemen",13.5167,44.4333
207,"Kismayu, Jubbada Hoose, Somalia",-0.358173,42.5454
48,"Rutgers University, New Jersey, United States",40.4995,-74.4443
360,"Hawija, DiyaláZ, Iraq",34.0167,44.3833
663,"Wake County, North Carolina, United States",35.7835,-78.6331
969,"New Jersey, United States",40.314,-74.5089
1174,"Cape Town, Western Cape, South Africa",-33.9167,18.4167
1076,"Cincinnati, Ohio, United States",39.162,-84.4569
510,"Mardan, North-West Frontier, Pakistan",34.2019,72.0525
393,"Raqqa, Ar Raqqah, Syria",35.95,39.0167
449,"Penang, Pulau Pinang, Malaysia",5.41123,100.335
658,"Gulf Of Mexico, Louisiana, United States",29.1869,-89.9367
549,"Khartoum, Al Khartum, Sudan",15.5881,32.5342
659,"Suez Canal, As Suways, Egypt",29.9314,32.5628
1141,"Hamilton County, Ohio, United States",39.1834,-84.5333
1128,"Salford, Salford, United Kingdom",53.4833,-2.26667
682,"Detroit, Michigan, United States",42.3314,-83.0458
375,"Denver, Colorado, United States",39.7392,-104.985
788,"Ford County, Kansas, United States",37.7,-99.9004
128,"Sandy Ridge, North Carolina, United States",36.499,-80.1042
303,"Las Cruces, New Mexico, United States",32.3123,-106.778
614,"Ashanti, Ghana (General), Ghana",6.91428,0.536667
278,"Tizi Ouzou, Tizi Ouzou, Algeria",36.7118,4.04591
130,"Anadolu, Turkey (General), Turkey",39.0,35.0
155,"Borno State, Borno, Nigeria",11.5,13.0
53,"Conshohocken, Pennsylvania, United States",40.0793,-75.3016
1112,"Seattle, Washington, United States",47.6062,-122.332
626,"Kashmir, Jammu And Kashmir, India",33.9167,76.6667
941,"Belfast, Belfast, United Kingdom",54.5833,-5.93333
461,"Kansas, United States",38.5111,-96.8005
583,"Fern Creek, Kentucky, United States",38.1598,-85.5877
257,"Great Falls, Montana, United States",47.5002,-111.301
782,"Crawford, Ohio, United States",40.9198,-83.3421
85,"Bhaktapur, Nepal (General), Nepal",27.673,85.43
809,"Sacramento, California, United States",38.5816,-121.494
425,"Boulder, Colorado, United States",40.015,-105.271
591,"Kampala, Kampala, Uganda",0.315556,32.5656
539,"New Britain, Connecticut, United States",41.6612,-72.7795
781,"Sadr City, Baghdad, Iraq",33.3977,44.4616
276,"Eastern Province, Ash Sharqiyah, Saudi Arabia",22.5,51.0
520,"Amirli, Sala? Ad Din, Iraq",34.7256,44.5845
1218,"West Orange, New Jersey, United States",40.7987,-74.239
1193,"Lagos, Lagos, Nigeria",6.45306,3.39583
55,"Bar Harbor, Maine, United States",44.3876,-68.2039
57,"Hong Kong Island, Hong Kong (General), Hong Kong",22.25,114.183
259,"Semarang, Jawa Tengah, Indonesia",-6.9932,110.42
424,"Ghouta, Dimashq, Syria",33.5,36.3833
1146,"Han Kuang, Guangdong, China",24.1098,113.005
395,"Sargodha, Punjab, Pakistan",32.0836,72.6711
988,"Perth, Western Australia, Australia",-31.9333,115.833
35,"Rockville, California, United States",38.2441,-122.122
347,"Indiana State University, Indiana, United States",37.9623,-87.6764
665,"Herat, Herat, Afghanistan",34.3482,62.1997
434,"Lusaka, Lusaka, Zambia",-15.4167,28.2833
1184,"Atlantic City, New Jersey, United States",39.3643,-74.4229
865,"North Nazimabad, Sindh, Pakistan",24.9274,67.0348
1207,"Calhan, Colorado, United States",39.0355,-104.297
930,"Karnes City, Texas, United States",28.885,-97.9008
442,"Uttar Pradesh, Uttar Pradesh, India",27.25,80.75
689,"Chibok, Borno, Nigeria",10.8658,12.847
886,"Pascagoula, Mississippi, United States",30.3658,-88.5561
642,"Brattleboro, Vermont, United States",42.8509,-72.5579
1116,"Unrwa, Gaza Strip (General), Gaza Strip",31.5119,34.4411
1028,"West Virginia, United States",38.468,-80.9696
198,"Yosemite National Park, California, United States",37.8499,-119.568
1098,"Deseret, Utah, United States",39.2869,-112.653
1059,"Lugansk, Novosibirskaya Oblast', Russia",53.622,77.5991
727,"Abbottabad, North-West Frontier, Pakistan",34.1469,73.2145
939,"Dodge City, Kansas, United States",37.7528,-100.017
320,"Gaziantep, Gaziantep, Turkey",37.0594,37.3825
913,"Qalamun, Rif Dimashq, Syria",34.1001,36.7057
249,"Naperville, Illinois, United States",41.7859,-88.1473
361,"Gurgaon, Haryana, India",28.4667,77.0333
465,"Fort Worth, Texas, United States",32.7254,-97.3208
819,"Tbilisi, Georgia (General), Georgia",41.725,44.7908
1189,"Terre Haute, Indiana, United States",39.4667,-87.4139
1177,"Corpus Christi, Texas, United States",27.8006,-97.3964
1127,"Pike County, Pennsylvania, United States",41.5004,-75.1249
776,"Lyari, Sindh, Pakistan",26.4602,68.2523
894,"Ghazni, Ghazni, Afghanistan",33.5508,68.4225
140,"Canberra, Australian Capital Territory, Australia",-35.2833,149.217
181,"Istanbul, Istanbul, Turkey",41.0186,28.9647
412,"Tamil Nadu, Tamil Nadu, India",11.0,78.0
385,"Tiananmen Square, Beijing, China",39.9044,116.391
307,"Herzliya, Tel Aviv, Israel",32.1658,34.8367
985,"Des Moines, Iowa, United States",41.6005,-93.6091
830,"Imjin River, , North Korea",37.785,126.664
154,"Pennsylvania, United States",40.5773,-77.264
479,"Sacramento County, California, United States",38.4666,-121.318
1166,"Burlington, Newfoundland, Canada",49.75,-56.0333
1101,"New Mexico, United States",34.8375,-106.237
326,"Anbar, Balkh, Afghanistan",35.8198,66.7913
1165,"Fallujah, Al Anbar, Iraq",33.3558,43.7861
1003,"Santa Fe County, New Mexico, United States",35.5167,-105.951
1054,"Sierra Nevada, California, United States",36.5785,-118.293
681,"Los Angeles, California, United States",34.0522,-118.244
619,"Times Square, New York, United States",40.757,-73.986
1029,"Kabul, Kabol, Afghanistan",34.5167,69.1833
621,"Memon Goth, Sindh, Pakistan",27.4896,68.1918
524,"Deir Ezzor, Dayr Az Zawr, Syria",35.3359,40.1408
554,"Geneva, Genè, Switzerland",46.1956,6.14811
552,"Malolos, Bulacan, Philippines",14.8419,120.812
780,"Furqan, At Ta'mim, Iraq",35.3154,44.5636
440,"Bulacan, Camarines Norte, Philippines",14.222,122.907
230,"Beirut, Beyrouth, Lebanon",33.8719,35.5097
115,"Toronto, Ontario, Canada",43.6667,-79.4167
299,"Massachusetts Institute Of Technology, Massachusetts, United States",42.3595,-71.0917
377,"South Carolina, United States",33.8191,-80.9066
922,"Amman, (Jo11), Jordan",31.95,35.9333
602,"Oregon, United States",44.5672,-122.127
841,"Muskegon County, Michigan, United States",43.3,-86.1334
1044,"Haryana, Haryana, India",29.6161,76.9806
91,"Yasukuni, Hokkaido, Japan",43.9894,143.537
1240,"Commonwealth Of Pennsylvania, Pennsylvania, United States",40.7503,-77.75
701,"Quneitra, Al Qunaytirah, Syria",33.1259,35.8246
467,"Westborough, Massachusetts, United States",42.2695,-71.6162
474,"Myrtle Beach, South Carolina, United States",33.6891,-78.8867
867,"Manchester, Manchester, United Kingdom",53.5,-2.21667
214,"Hubei, Guangdong, China",23.2656,116.054
564,"Bangalore, Karnataka, India",12.9833,77.5833
817,"Maseru, Maseru, Lesotho",-29.3167,27.4833
657,"Albuquerque, New Mexico, United States",35.0845,-106.651
229,"Springfield, Massachusetts, United States",42.1015,-72.5898
768,"Niagara Falls, Ontario, Canada",43.1,-79.05
1092,"Ramallah, West Bank (General), West Bank",31.9026,35.1955
503,"Monroe County, Georgia, United States",33.0015,-83.8832
315,"Cheverly, Maryland, United States",38.9282,-76.9158
761,"Hollywood, California, United States",34.0983,-118.327
576,"Durban, Kwazulu-Natal, South Africa",-29.85,31.0167
738,"Tel Aviv, Tel Aviv, Israel",32.0667,34.7667
1243,"Portland, Oregon, United States",45.5235,-122.676
1078,"Krasnodon, Luhans'ka Oblast', Ukraine",48.2923,39.7373
1253,"Illinois, United States",40.3363,-89.0022
544,"Dover, Delaware, United States",39.1582,-75.5244
1196,"Park City, Utah, United States",40.6461,-111.498
1114,"Trotwood, Ohio, United States",39.7973,-84.3113
328,"Melilla, Spain (General), Spain",35.2839,-2.94307
239,"Georgia, United States",32.7673,-89.6812
122,"Beavercreek, Ohio, United States",39.7092,-84.0633
1223,"Euphrates, Dayr Az Zawr, Syria",35.0,40.25
878,"Honolulu, Hawaii, United States",21.3069,-157.858
628,"Ohio, United States",40.3736,-82.7755
269,"Kwazulu, Eastern Cape, South Africa",-31.2895,29.4551
281,"Spinwam, Federally Administered Tribal Areas, Pakistan",33.1799,70.3801
363,"London, London, City Of, United Kingdom",51.5,-0.116667
733,"Jaghori, Ghazni, Afghanistan",33.1331,67.4536
997,"Yerevan, Yerevan*, Armenia",40.1811,44.5136
36,"Bagram, Parvan, Afghanistan",34.9669,69.265
748,"El Paso, Texas, United States",31.7587,-106.487
472,"Ajrestan, Ghazni, Afghanistan",33.5111,67.1925
317,"Bullhead City, Arizona, United States",35.1478,-114.568
608,"Gregg County, Texas, United States",32.5168,-94.8169
711,"University Of Hong Kong, Hong Kong (General), Hong Kong",22.2833,114.133
132,"Larimer County, Colorado, United States",40.6666,-105.467
1254,"New Orleans, Louisiana, United States",29.9546,-90.0751
537,"Pune, Maharashtra, India",18.5333,73.8667
522,"Falluja, Al Anbar, Iraq",33.3558,43.7861
44,"Baalbek, Mohafazat Baalbek-Hermel, Lebanon",34.0058,36.2181
1007,"Peshawar, North-West Frontier, Pakistan",34.0078,71.5733
667,"Antakya, Hatay, Turkey",36.2066,36.1572
741,"Lahore, Punjab, Pakistan",31.5497,74.3436
1186,"Dayr Az Zawr, Dayr Az Zawr, Syria",35.3359,40.1408
998,"Worcester, Massachusetts, United States",42.2626,-71.8023
714,"Anbar, Al Anbar, Iraq",33.3667,43.7167
529,"Wyoming, United States",42.7475,-107.209
1058,"Edinburgh, Edinburgh, City Of, United Kingdom",55.95,-3.2
397,"Rockwell City, Iowa, United States",42.3953,-94.6339
1096,"Cairo, Al Qahirah, Egypt",30.05,31.25
908,"South Yorkshire, United Kingdom (General), United Kingdom",53.45,-1.25
1191,"Alexandria, Al Iskandariyah, Egypt",31.1981,29.9192
903,"Charlottesville, Virginia, United States",38.0293,-78.4767
247,"New London, Connecticut, United States",41.3557,-72.0995
165,"Khazir, At Ta'mim, Iraq",35.5296,43.8406
289,"Adiala, Punjab, Pakistan",33.4581,72.9965
729,"Maryland, United States",39.0724,-76.7902
2,"Ilovaysk, Donets'ka Oblast', Ukraine",47.925,38.2024
808,"Arab League, Al Qahirah, Egypt",30.0445,31.2332
401,"Randburg, Gauteng, South Africa",-26.0991,27.9759
845,"Paducah, Kentucky, United States",37.0834,-88.6
1231,"Kashmiri, Punjab, Pakistan",32.0387,73.751
1119,"Hattiesburg, Mississippi, United States",31.3271,-89.2903
1249,"Beijing, Beijing, China",39.9289,116.388
147,"Kalkaska, Michigan, United States",44.7342,-85.1759
973,"South Bend, Indiana, United States",41.6834,-86.25
1142,"Muskegon, Michigan, United States",43.2342,-86.2484
915,"Johnson County, Iowa, United States",41.6667,-91.5335
1052,"Richland County, South Carolina, United States",34.0168,-80.9165
974,"Akcakale, Tokat, Turkey",40.1812,35.7651
702,"Kalri, Punjab, Pakistan",32.6729,71.8901
636,"Stoke-On-Trent, Stoke-On-Trent, United Kingdom",53.0,-2.18333
1104,"Unrwa, West Bank (General), West Bank",31.8984,35.1773
561,"Basilan, Basilan, Philippines",6.7085,121.971
1133,"Gaza City, Israel (General), Israel",31.4167,34.3333
209,"New Delhi, Delhi, India",28.6,77.2
1118,"Crimea, Krym, Avtonomna Respublika, Ukraine",45.0,34.0
357,"Rafah, Gaza Strip (General), Gaza Strip",31.3292,34.2311
117,"Colorado Springs, Colorado, United States",38.8339,-104.821
455,"Brighton Beach, New York, United States",40.5779,-73.9596
600,"Clarke County, Georgia, United States",33.9501,-83.3832
80,"Madrid, Madrid, Spain",40.4,-3.68333
336,"Lake County, Indiana, United States",41.417,-87.3653
457,"Alaska, United States",61.385,-152.268
821,"Balochistan, Balochistan, Pakistan",28.4785,65.6436
383,"North Waziristan Agency, Federally Administered Tribal Areas, Pakistan",32.9509,69.9576
963,"Dunmore, Pennsylvania, United States",41.4198,-75.6324
297,"Black Sea, Oceans (General), Oceans",43.0,35.0
92,"Fort Myers, Florida, United States",26.6406,-81.8723
10,"Jewish Museum, New York, United States",40.7853,-73.9572
550,"Sussex, East Sussex, United Kingdom",50.9167,-0.083333
505,"Mizban, Baghdad, Iraq",33.2669,44.5794
670,"Su-Yong, Pusan-Gwangyoksi, South Korea",35.1667,129.117
1094,"Kolkata, West Bengal, India",22.5697,88.3697
419,"Silwan, West Bank (General), West Bank",31.7684,35.2381
995,"Charlotte, North Carolina, United States",35.2271,-80.8431
837,"Pulaski County, Arkansas, United States",34.7668,-92.3001
592,"Fort Collins, Colorado, United States",40.5853,-105.084
149,"Huta, ?A?Ramawt, Yemen",14.2833,48.4333
712,"Hebron, Israel (General), Israel",31.5333,35.1
210,"Badakhshan, Badakhshan, Afghanistan",36.75,72.0
406,"Gulak, Adamawa, Nigeria",10.7994,13.4622
173,"Karacabey, Bursa, Turkey",40.2153,28.4038
530,"Newport, Newport, United Kingdom",51.5833,-2.98333
66,"Kulachi, Balochistan, Pakistan",28.8874,67.6729
1030,"Missouri, United States",38.4623,-92.302
763,"Malabu, Adamawa, Nigeria",9.55722,12.7819
470,"York County, Maine, United States",43.4668,-70.6828
793,"Glenvil, Nebraska, United States",40.5042,-98.2531
1205,"Nevada, United States",38.4199,-117.122
654,"Florissant, Missouri, United States",38.7892,-90.3226
252,"Shuafat, West Bank (General), West Bank",31.8,35.2
1159,"Tehran, Tehran, Iran",35.75,51.5148
883,"Novoazovsk, Donets'ka Oblast', Ukraine",47.1159,38.0852
283,"Barwana, Al Anbar, Iraq",34.0958,42.3888
271,"Cape Breton, Nova Scotia, Canada",45.95,-59.7833
1256,"Cedar Rapids, Iowa, United States",42.0083,-91.6441
1070,"City Of London, London, City Of, United Kingdom",51.5141,-0.093689
491,"Galkayo, Mudug, Somalia",6.76972,47.4308
864,"Ras Al-Ayn, Rif Dimashq, Syria",33.9547,36.6267
1016,"Moscow, Moskva, Russia",55.7522,37.6156
219,"Afgooye, Bay, Somalia",3.4462,43.8369
13,"Penobscot County, Maine, United States",45.2506,-68.6661
799,"Jiddah, Makkah, Saudi Arabia",21.5169,39.2192
105,"Cascade Range, Washington, United States",46.8529,-121.76
925,"Daquq, At Ta'mim, Iraq",35.1392,44.4491
840,"Zhangjiagang, Sichuan, China",31.2931,104.318
597,"Haverhill, Massachusetts, United States",42.7762,-71.0773
111,"Noxubee County, Mississippi, United States",33.129,-88.5559
1042,"Plateau State, Plateau, Nigeria",9.16667,9.75
408,"Milwaukee, Wisconsin, United States",43.0389,-87.9065
196,"Reno, Nevada, United States",39.5296,-119.814
945,"Colorado, United States",39.0646,-105.327
242,"Benina, Libya (General), Libya",32.0833,20.2667
1169,"Kano State, Kano, Nigeria",11.5,8.5
559,"Springville, Utah, United States",40.1652,-111.611
32,"Vancouver, British Columbia, Canada",49.25,-123.133
118,"Waziristan, Pakistan (General), Pakistan",33.0,70.0
206,"Helmand, Helmand, Afghanistan",31.0,64.0
443,"Snizhne, Krym, Avtonomna Respublika, Ukraine",45.5273,32.8377
959,"Goranboy, Goranboy, Azerbaijan",40.6103,46.7897
331,"Chongjin, Hamgyong-Bukto, North Korea",41.7956,129.776
737,"Johnson County, Kansas, United States",38.8667,-94.8669
580,"Kaliningrad, Kaliningradskaya Oblast', Russia",54.7065,20.511
84,"Siftek, Mardin, Turkey",37.4332,40.2578
805,"Hawijah, DiyaláZ, Iraq",34.0167,44.3833
1020,"World Bank, District Of Columbia, United States",38.899,-77.0422
220,"Kerala, Kerala, India",10.0,76.5
1021,"Waipahu, Hawaii, United States",21.3867,-158.009
31,"Persian Gulf, Oceans (General), Oceans",27.0,51.0
934,"Salt Lake City, Utah, United States",40.7608,-111.891
948,"Kharkiv, Kharkivs'ka Oblast', Ukraine",49.9808,36.2527
226,"Velez-Malaga, AndalucíSp, Spain",36.7726,-4.10045
15,"Madera County, California, United States",37.1666,-119.834
431,"Strafford County, New Hampshire, United States",43.3167,-71.0495
527,"Volyn, Tul'skaya Oblast', Russia",54.1546,37.4002
1145,"Tavush, Azerbaijan (General), Azerbaijan",41.0789,45.7681
382,"Gaza, Israel (General), Israel",31.4167,34.3333
62,"Feni, Chittagong, Bangladesh",23.0186,91.41
833,"Fordham University, New York, United States",40.8612,-73.886
139,"Witheridge, Devon, United Kingdom",50.9167,-3.71667
129,"Causeway Bay, Hong Kong (General), Hong Kong",22.2833,114.183
548,"Springfield, Missouri, United States",37.2153,-93.2982
